,FlightNumber
3074,MHT_IAD_62859
3075,HOU_MSY_89243
3076,TPA_JFK_65274
3077,JAX_BNA_67558
3078,BOS_DCA_75062
3079,ATL_FNT_70717
3080,BUF_IAD_98250
3081,RIC_EWR_87213
3082,DEN_DFW_89204
3083,ATW_ATL_86146
3084,SRQ_CLT_75628
3085,JFK_SJU_105489
3086,LAS_IND_90564
3087,MIA_RIC_69169
3088,EWR_DCA_65595
3089,MCO_PHL_85378
3090,SFO_SLC_71325
3091,PVD_CLT_67254
3092,MSO_MSP_65779
3093,IAH_DTW_75573
3094,IAH_SAT_68345
3095,PBI_DCA_76106
3096,IAH_SAT_63701
3097,LAX_AUS_87121
3098,DFW_MKE_91459
3099,GTF_SLC_87005
3100,LAS_CLE_65240
3101,RSW_IAD_102790
3102,MFR_SFO_70473
3103,CVG_IAH_85626
3104,SFO_MFR_84647
3105,GSO_IAD_96115
3106,TRI_ATL_98005
3107,ORD_BDL_58332
3108,LGA_CLT_92855
3109,BHM_DTW_89698
3110,ATL_MDW_58704
3111,SLC_LAS_69471
3112,MCO_HOU_65782
3113,BHM_LGA_99426
3114,BIL_SLC_97433
3115,BTM_SLC_79747
3116,SNA_IAH_97929
3117,BDL_MCO_60208
3118,MCO_HOU_81361
3119,SMF_ATL_74067
3120,MCO_MCI_68249
3121,DTW_CVG_93994
3122,ATL_DFW_90218
3123,RSW_STL_90742
3124,DFW_DTW_104263
3125,CMH_RDU_103462
3126,DCA_DFW_92425
3127,CLE_ORF_98021
3128,ATL_RDU_64746
3129,TPA_PHL_57717
3130,ATL_CLE_68368
3131,IAH_MFE_94567
3132,SMF_ATL_74336
3133,DFW_HNL_67617
3134,ORD_MSP_79185
3135,LGA_ATL_90331
3136,TPA_IAH_59802
3137,ORD_MSP_94951
3138,ORD_MSP_58668
3139,CMH_MIA_67497
3140,BDL_ATL_59903
3141,CMH_MIA_72288
3142,BNA_IAD_80968
3143,PHL_BOS_70141
3144,PHL_MSY_85839
3145,DFW_ABQ_87868
3146,ATL_LAX_102531
3147,LGA_PWM_71115
3148,SMF_MSP_72337
3149,JFK_SAV_77006
3150,ATL_ICT_57904
3151,SJC_DFW_72708
3152,SJC_DFW_77564
3153,DTW_AUS_96695
3154,PNS_ATL_75486
3155,SYR_EWR_68393
3156,TRI_ATL_68858
3157,TRI_ATL_103652
3158,SAV_IAD_58289
3159,PHL_DTW_71784
3160,MSP_EWR_99986
3161,LGA_PWM_89349
3162,ATL_FLL_70537
3163,PHX_ELP_93261
3164,ATL_MCO_57061
3165,RSW_STL_72923
3166,LAS_MSP_83542
3167,CVG_LGA_89124
3168,ORD_CLE_104169
3169,ATL_DFW_78032
3170,ATL_FLL_92276
3171,DFW_CLE_73237
3172,HOU_PHL_88544
3173,CLE_ATL_83658
3174,TUL_ORD_105224
3175,TUL_ORD_67492
3176,BDL_BWI_59235
3177,MCI_EWR_95797
3178,SAN_IAD_68771
3179,PIT_PHL_96050
3180,TRI_ATL_68972
3181,SEA_LAX_57980
3182,SJC_SNA_96911
3183,PBI_LGA_102426
3184,DAB_ATL_94323
3185,FLL_IAD_72215
3186,SNA_DFW_77555
3187,TPA_DTW_103599
3188,RIC_ATL_103465
3189,PHX_ELP_83678
3190,GEG_SEA_100968
3191,SFO_IAH_100333
3192,MSP_TPA_64088
3193,AUS_LAX_77165
3194,CVG_FSD_60509
3195,CRP_IAH_82650
3196,ORD_PHX_84875
3197,DFW_ELP_58783
3198,ORD_BDL_94064
3199,LAX_ATL_99774
3200,FLL_PIT_65409
3201,LGA_BNA_89664
3202,AUS_IAH_80389
3203,AUS_IAH_102112
3204,GPT_TPA_60375
3205,RDU_DTW_104552
3206,BTR_DFW_63771
3207,ORD_ALB_96235
3208,MSP_IAH_95050
3209,SJC_DFW_105280
3210,PVD_CLT_75119
3211,ATL_MIA_99313
3212,MSP_RSW_94359
3213,JFK_BOS_64274
3214,SLC_MCO_66449
3215,LGA_RDU_100362
3216,TPA_PHL_90316
3217,ILM_ATL_100023
3218,DFW_DCA_84331
3219,CVG_MSP_80290
3220,CMH_LAS_93337
3221,MDW_LIT_98920
3222,SJC_LAX_86745
3223,CVG_MSP_104717
3224,JFK_LGB_76187
3225,MDW_LAS_67183
3226,BWI_SDF_62798
3227,HOU_LAS_81626
3228,EWR_MSY_68280
3229,LGA_ORD_99654
3230,BOS_BWI_85917
3231,CVG_OMA_100624
3232,MDW_LIT_74510
3233,HOU_STL_61964
3234,RDU_MDW_61571
3235,ELP_AUS_103943
3236,IAH_DFW_57600
3237,ATL_IAH_87353
3238,LAX_IAH_97753
3239,DTW_BUF_68348
3240,JFK_BOS_104196
3241,CHS_JFK_105460
3242,TUL_DFW_66240
3243,CVG_SAT_86894
3244,JFK_DFW_92994
3245,CHS_JFK_103644
3246,SNA_SFO_71974
3247,CVG_SAT_61224
3248,LGA_ORD_90119
3249,IAH_DSM_95962
3250,LGA_RDU_70586
3251,LGA_DTW_86205
3252,GSO_LGA_91739
3253,MCO_IAH_86932
3254,IND_DTW_82451
3255,MCO_PHL_66206
3256,IND_DTW_88295
3257,SAV_ATL_81216
3258,SAV_ATL_85258
3259,LGA_ORD_75217
3260,ATL_CMH_102913
3261,DTW_LGA_99800
3262,ATL_CMH_65532
3263,PVD_EWR_62339
3264,MDW_DFW_64120
3265,FAT_DEN_72273
3266,PHX_LAX_75236
3267,SNA_SFO_77942
3268,SJU_JFK_93573
3269,ELP_DEN_93466
3270,PIT_PHL_78673
3271,BWI_BDL_57285
3272,ATL_LAS_90501
3273,OKC_MCI_86236
3274,SJU_JFK_92391
3275,BOI_IAH_61848
3276,ATL_LAS_59959
3277,IAD_GSO_65681
3278,DFW_MOB_105303
3279,ORD_CLT_58622
3280,PDX_DEN_94679
3281,PBI_ATL_72112
3282,CVG_DTW_61920
3283,ATL_ROA_81364
3284,SNA_SFO_70405
3285,DFW_JAN_99996
3286,MCO_PHL_57214
3287,MSY_PHL_79399
3288,ATL_LFT_84466
3289,IAD_JFK_79830
3290,CLT_MSY_94943
3291,MKE_CLE_70995
3292,ATL_LFT_63490
3293,RSW_PIT_88043
3294,JAX_CVG_77198
3295,SAT_IAH_82845
3296,IAH_MOB_73789
3297,BOS_DCA_74447
3298,CVG_MSP_93404
3299,LGA_CLE_96661
3300,SAN_IAD_84755
3301,BDL_PBI_73703
3302,MSP_CLE_87291
3303,GSP_CVG_102484
3304,RSW_JFK_67470
3305,BRO_IAH_75040
3306,IAH_XNA_82064
3307,IAH_PNS_91217
3308,CLT_ORF_67808
3309,STL_CLE_90811
3310,HNL_LAX_82729
3311,CVG_MSP_81721
3312,TPA_EWR_101375
3313,BRO_IAH_98355
3314,MSP_ORD_98253
3315,PHX_LAS_70967
3316,OAK_SAN_74800
3317,LGA_CHS_77976
3318,CVG_PIT_72459
3319,MSP_ORD_59626
3320,MSP_ORD_100572
3321,RNO_PDX_73223
3322,ATL_DEN_77048
3323,PHL_HOU_64340
3324,EWR_JAX_79647
3325,EWR_SAN_70093
3326,DFW_SDF_94866
3327,ONT_PHX_63508
3328,IAH_LIT_60028
3329,DFW_SDF_80572
3330,SNA_SFO_94794
3331,CID_ORD_70290
3332,MDT_CVG_57062
3333,MCO_CLT_99259
3334,BOS_DCA_66990
3335,CVG_OKC_68561
3336,PNS_CVG_87620
3337,LWB_ATL_104970
3338,BUF_ORD_90354
3339,MEM_IAH_72867
3340,DEN_TUL_58502
3341,DFW_CLT_99642
3342,CVG_OKC_63919
3343,CHS_JFK_61172
3344,HRL_IAH_88163
3345,MSP_RAP_84607
3346,IAH_SEA_86962
3347,MFE_IAH_60047
3348,TPA_ATL_94881
3349,MSP_ORD_76441
3350,IAD_LAS_87918
3351,SAT_CVG_95897
3352,CVG_SAT_102320
3353,PNS_CVG_102614
3354,DAY_DFW_95246
3355,ABQ_IAH_103355
3356,SNA_ORD_56880
3357,PNS_CVG_83630
3358,MEM_IAH_74911
3359,LGA_RDU_104718
3360,LAS_SAN_74648
3361,IAH_TUL_91107
3362,BDL_TPA_58573
3363,JAX_CVG_61722
3364,ATL_ALB_70298
3365,TLH_CVG_71814
3366,IAH_CVG_105382
3367,MCI_CLE_66578
3368,PBI_PIT_95450
3369,LAX_MCI_74562
3370,BTV_EWR_101446
3371,CMH_MDW_66528
3372,SMF_LAX_89863
3373,PNS_CVG_89264
3374,EWR_SFO_68200
3375,BOS_DCA_66218
3376,IAD_CLT_80286
3377,SNA_ATL_85330
3378,DCA_IAH_92576
3379,GSO_DFW_74305
3380,JAX_JFK_58935
3381,DFW_IAH_89242
3382,MEM_DFW_102374
3383,STL_LGA_94862
3384,DCA_IAH_73202
3385,SFO_ABQ_74171
3386,HSV_IAH_62543
3387,STL_CVG_72734
3388,STL_CVG_77977
3389,DEN_MCI_100269
3390,DCA_IAH_79757
3391,CLT_RIC_61372
3392,MFE_IAH_93872
3393,ORD_DCA_103101
3394,MSP_RAP_79424
3395,PHL_RDU_71097
3396,ORD_RDU_73516
3397,PIT_BOS_85970
3398,LAS_MDW_103512
3399,CVG_SAT_93116
3400,DEN_MDW_103201
3401,SNA_STL_71384
3402,LAS_LGB_59050
3403,MDW_MCI_87479
3404,SAN_LAS_89044
3405,SJC_PDX_82754
3406,SAN_SFO_65058
3407,MSP_FLL_72499
3408,MDW_MCI_75955
3409,LAS_MDW_102118
3410,IAD_HPN_100509
3411,PHL_IAH_67741
3412,MSP_FLL_75751
3413,IAD_EWR_73546
3414,ORD_BOS_100255
3415,DFW_LAW_57642
3416,SEA_SMF_91372
3417,ATL_RIC_91707
3418,DCA_ATL_84917
3419,DFW_DCA_78845
3420,ATL_BWI_81582
3421,SEA_PHL_91705
3422,PHX_OAK_64476
3423,PHX_SJC_95700
3424,MCI_DFW_93575
3425,MEM_MSY_85608
3426,OMA_ORD_76176
3427,DFW_CLL_73979
3428,FSD_ORD_75523
3429,OKC_IAH_83309
3430,FSD_ORD_104497
3431,ORD_PHL_56903
3432,PHL_MHT_72115
3433,ATL_BQK_105270
3434,DFW_MIA_58947
3435,DFW_MIA_74795
3436,ORD_ATL_71312
3437,MSP_MCI_103248
3438,PHX_IAH_83987
3439,IAH_STL_97546
3440,ATL_XNA_62904
3441,SAN_PHX_80579
3442,RDU_DFW_105031
3443,PDX_SFO_84904
3444,RDU_DFW_73851
3445,MRY_LAX_64470
3446,IND_ORD_60393
3447,RDU_CVG_70397
3448,LAS_PDX_89910
3449,SLC_ORD_74560
3450,ATL_CHS_89273
3451,DTW_MCO_77458
3452,SGF_DFW_100442
3453,ATL_DCA_101609
3454,AEX_ATL_89353
3455,ORD_DCA_60836
3456,ORD_PHX_99845
3457,MSN_ORD_78131
3458,SEA_ATL_88700
3459,ATL_RSW_73858
3460,PHL_ORD_71310
3461,IAH_ORD_63388
3462,ATL_CHS_83425
3463,ATL_ORD_77119
3464,CLT_LGA_104649
3465,SAN_OAK_88525
3466,OAK_LGB_71775
3467,SAN_IAH_87405
3468,LAX_MRY_82953
3469,PHL_IAH_74997
3470,IAD_CVG_86518
3471,ORD_BWI_68814
3472,LIT_LAS_69844
3473,ORD_MEM_82093
3474,PHX_SFO_65908
3475,DCA_MDW_102015
3476,FAT_LAX_98578
3477,SFO_SBA_77732
3478,DSM_ATL_84927
3479,IAD_SFO_85996
3480,LGA_MDW_84258
3481,CLT_SJU_83799
3482,MCO_RDU_86904
3483,ORD_DFW_62350
3484,ORD_AUS_90854
3485,ATL_ISP_91768
3486,DFW_LAS_65151
3487,CVG_CLT_66327
3488,ATL_CLT_64008
3489,DFW_SAT_70517
3490,MCO_RDU_77033
3491,DFW_PIT_78002
3492,MIA_ATL_65781
3493,DEN_FAR_85967
3494,BOS_LGA_98588
3495,ATL_BNA_71202
3496,ACV_SFO_64369
3497,DTW_MIA_61079
3498,PHX_SLC_88602
3499,LAX_PHX_63153
3500,SFO_DFW_82034
3501,DAY_ATL_73495
3502,ORD_DCA_82307
3503,BHM_DFW_83087
3504,JFK_BOS_60979
3505,MSP_DEN_105216
3506,CVG_CAE_90746
3507,MCO_RDU_105035
3508,MCI_ORD_65910
3509,SGU_SLC_70340
3510,LGA_BOS_98377
3511,SFO_DFW_65797
3512,PHX_SMF_82202
3513,MYR_PIT_103160
3514,ABQ_MCO_105250
3515,MDW_PHX_93281
3516,MDW_MCO_62222
3517,SEA_SJC_97437
3518,BUR_PHX_104814
3519,MIA_ATL_67148
3520,BUR_PHX_75341
3521,DSM_DEN_62364
3522,SEA_LAX_82538
3523,ORD_LGA_86915
3524,CVG_RIC_100496
3525,DCA_BOS_98415
3526,ATL_PFN_83056
3527,CVG_ATW_100935
3528,LAX_PHX_78815
3529,CVG_AUS_64360
3530,ORD_CVG_97371
3531,AVL_EWR_78127
3532,OKC_ATL_73180
3533,MSP_ORD_102058
3534,LAX_FLL_101134
3535,ORD_ATL_72441
3536,SFO_PDX_86167
3537,SJC_LAS_66412
3538,OAK_LAS_93754
3539,OAK_SEA_103717
3540,DFW_ATL_89417
3541,TPA_HSV_82967
3542,DCA_ATL_78077
3543,MIA_EWR_61201
3544,LAX_MDW_62969
3545,LAX_MDW_63019
3546,ATL_SAT_78368
3547,TPA_HSV_98048
3548,SAN_MSY_87685
3549,PVD_PHL_89826
3550,DEN_SFO_70122
3551,DCA_ATL_75730
3552,SJC_LAS_95571
3553,OAK_LAX_87163
3554,DFW_ATL_84932
3555,BOS_FLL_82158
3556,ATL_EWR_71996
3557,ABQ_PHX_61264
3558,DFW_LAX_86592
3559,LAS_SLC_86034
3560,SFO_LAS_66135
3561,LAX_LAS_99899
3562,SJU_JFK_59996
3563,SFO_LAS_84174
3564,HLN_SLC_57685
3565,MSP_ORD_94149
3566,FAR_ORD_99310
3567,IAD_SAV_59852
3568,MCO_MIA_100337
3569,AVP_ATL_77336
3570,RDU_BOS_56886
3571,IAD_DTW_68759
3572,SMF_LAS_100214
3573,BUR_SLC_105080
3574,OKC_SLC_56950
3575,SMF_LAS_86779
3576,ATL_LIT_104279
3577,BOS_LGA_60073
3578,SLC_HLN_93530
3579,BUR_SLC_71944
3580,DEN_LAS_88716
3581,FLL_IAD_70008
3582,BOS_ORD_70789
3583,RDM_SLC_105169
3584,HLN_SLC_94014
3585,HLN_SLC_84543
3586,FAR_ORD_64021
3587,BUR_ATL_61295
3588,SJC_SEA_79094
3589,GJT_SLC_71211
3590,HOU_JAN_83365
3591,BOS_ORD_97527
3592,TWF_SLC_72234
3593,LAS_LAX_66859
3594,MHT_ATL_69560
3595,MHT_ATL_60798
3596,MKE_DFW_86676
3597,MKE_DFW_83216
3598,MKE_DFW_98705
3599,CLT_BNA_75084
3600,MHT_ATL_91915
3601,RDU_LGA_90522
3602,DTW_ALB_89490
3603,IAH_ATL_65451
3604,EVV_ORD_64700
3605,BOS_MIA_95579
3606,ORD_MBS_62763
3607,OAK_LAS_82354
3608,DCA_CVG_100201
3609,TPA_MIA_57242
3610,CVG_GRB_67138
3611,SAV_ORD_84912
3612,DTW_LGA_99056
3613,BOS_CVG_90018
3614,DTW_LGA_60681
3615,DTW_LGA_104598
3616,RNO_LAS_69923
3617,LAS_LIT_93544
3618,LAX_JFK_91798
3619,STL_DEN_85103
3620,DTW_MHT_75013
3621,MCO_PHL_94266
3622,CLE_MIA_58250
3623,EWR_MSP_91616
3624,BNA_CLE_96433
3625,OKC_ATL_82693
3626,RNO_LAS_102979
3627,LAS_SFO_58530
3628,LAX_HNL_97920
3629,BOS_LAX_81010
3630,MCO_DCA_58370
3631,SFO_LAS_63365
3632,ATL_DAB_75686
3633,ORD_DFW_94504
3634,ORD_SAT_64873
3635,CLT_EWR_69083
3636,DTW_BDL_63227
3637,ATL_DCA_90420
3638,SHV_CVG_103194
3639,DTW_PVD_63059
3640,JAX_IAD_64423
3641,DSM_CVG_60869
3642,ACV_SFO_65384
3643,LAX_JFK_94077
3644,DSM_CVG_97489
3645,MSP_CVG_95436
3646,EWR_MSN_61615
3647,LGA_MSP_92112
3648,ORD_CVG_76530
3649,MSP_CVG_56991
3650,ORD_PIT_77115
3651,DTW_IND_96223
3652,DTW_ORD_84549
3653,FLL_CVG_65474
3654,DEN_CVG_73075
3655,ROC_CVG_77857
3656,PDX_PHX_104565
3657,PHL_DFW_97948
3658,ATL_RIC_102637
3659,CVG_STL_65798
3660,DTW_STL_79186
3661,CVG_STL_60502
3662,DFW_AMA_62020
3663,PHX_SAN_84309
3664,IAH_HNL_71109
3665,TPA_PHL_94620
3666,MCI_BWI_101601
3667,RDU_PHL_99745
3668,ATL_MDW_97208
3669,CLT_PHX_58615
3670,PVD_BWI_64191
3671,LGA_CLT_68800
3672,RDU_ATL_68815
3673,DTW_LGA_66972
3674,ORF_CVG_89206
3675,DTW_LGA_83510
3676,SAT_LAS_60331
3677,OAK_BUR_69404
3678,SEA_SLC_100616
3679,MDW_ATL_83761
3680,ALB_CVG_66850
3681,DSM_CVG_65378
3682,ATL_PNS_73923
3683,LGA_DFW_86793
3684,LGA_MSP_85780
3685,LGA_MSP_79458
3686,CVG_STL_102398
3687,DFW_DSM_69873
3688,DFW_DCA_70287
3689,FLL_DCA_97149
3690,CVG_CID_66019
3691,DFW_DSM_66002
3692,PDX_LAX_74879
3693,ORD_PHX_83153
3694,PDX_LAX_61930
3695,MEM_SGF_93935
3696,JFK_BOS_89643
3697,DTW_GSO_96045
3698,DFW_SLC_102011
3699,SLC_FCA_71666
3700,DEN_SAT_78504
3701,DTW_BWI_97734
3702,DEN_SAT_94623
3703,MIA_STT_105567
3704,EWR_LAX_69235
3705,MSP_DEN_74052
3706,ORD_MBS_94295
3707,HSV_CVG_56904
3708,ORD_BHM_67797
3709,FLL_CVG_97103
3710,RSW_BDL_91375
3711,LAS_LIT_57004
3712,LAS_LIT_71580
3713,AUS_ELP_95739
3714,BOS_RSW_99770
3715,RSW_JFK_82648
3716,SEA_SMF_60973
3717,MDW_TPA_70459
3718,SNA_PDX_60133
3719,ORD_PHX_87101
3720,BWI_TPA_85666
3721,DTW_LGA_83428
3722,DTW_LGA_67546
3723,OAK_PHX_83004
3724,BOS_ATL_80939
3725,TPA_DCA_74382
3726,ALB_ATL_71055
3727,CVG_CID_96350
3728,DFW_ELP_96333
3729,FAY_ATL_94612
3730,ALB_ATL_70107
3731,LGA_DCA_76890
3732,SEA_MSP_103950
3733,LGA_ORD_105350
3734,MCO_BDL_63493
3735,ORD_CVG_61127
3736,ORF_CVG_63435
3737,LGA_MSP_75235
3738,DFW_PHX_79875
3739,MSP_ATL_73617
3740,PBI_EWR_82251
3741,MOB_ATL_82611
3742,DFW_PHX_57333
3743,MCO_BDL_82059
3744,ATL_SLC_99807
3745,ATL_MSP_92992
3746,SEA_SFO_82257
3747,DCA_DTW_63112
3748,ATL_MSP_67753
3749,ORD_JFK_104386
3750,DTW_RIC_91724
3751,RNO_ATL_93610
3752,SAT_ATL_81572
3753,MDW_ATL_102313
3754,DTW_EWR_75266
3755,TPA_CVG_104947
3756,BOS_MSP_88698
3757,ORD_CVG_92532
3758,ATL_AUS_93991
3759,ATL_FLL_82842
3760,SJC_LAX_77132
3761,SJC_LAX_57274
3762,MCO_BDL_84605
3763,DEN_ABQ_98327
3764,DFW_MAF_75881
3765,EWR_MCO_97014
3766,DFW_MAF_90506
3767,AMA_DAL_93439
3768,MCI_MDW_60090
3769,FAT_SLC_89009
3770,BWI_JAX_102666
3771,FLL_LGA_98029
3772,SJC_LAX_82814
3773,MSY_HOU_70079
3774,SJC_SAN_91146
3775,MDW_EWR_103528
3776,PHX_ONT_85756
3777,DFW_ABQ_86739
3778,MCO_STL_85538
3779,MCI_MSP_104130
3780,BWI_BNA_63909
3781,FLL_DFW_81246
3782,DCA_CVG_69293
3783,XNA_LAX_103110
3784,TPA_CVG_74212
3785,TPA_CVG_74061
3786,BOS_LGA_94636
3787,LGA_ORD_81692
3788,LAX_DTW_60613
3789,EWR_CVG_75300
3790,DFW_MSP_69679
3791,ATL_GPT_60650
3792,ORD_BUF_57942
3793,IAH_EWR_83938
3794,GEG_SLC_88412
3795,LGA_ORD_88840
3796,ISP_CVG_99915
3797,ATL_GPT_69760
3798,MCO_IAD_82083
3799,SEA_LAS_90753
3800,DEN_MTJ_85502
3801,ACY_CVG_73449
3802,IAH_PHL_78391
3803,SDF_ATL_98579
3804,ATL_HOU_97083
3805,CLT_CVG_90004
3806,MCI_MSP_89419
3807,CLT_MCO_79929
3808,SJC_ONT_84168
3809,ORD_LAX_91085
3810,SEA_BOI_78316
3811,SLC_CVG_94851
3812,MHT_CVG_61931
3813,BWI_PVD_59366
3814,BWI_PVD_93928
3815,ATL_ICT_80004
3816,IAH_BOS_68651
3817,IAH_BOS_66006
3818,DEN_JAC_85596
3819,PWM_CVG_77104
3820,ATL_TRI_104205
3821,PIT_MCO_70806
3822,MCO_BDL_86095
3823,LAX_SEA_69936
3824,TPA_ORD_88983
3825,SAN_SMF_61195
3826,CLT_CVG_60709
3827,LGB_BOS_80901
3828,MCI_MDW_63231
3829,MSY_ATL_61608
3830,CVG_DTW_73000
3831,CLE_ATL_101554
3832,MHT_CVG_78206
3833,DFW_SAN_62421
3834,SJU_MIA_72684
3835,IAH_ELP_83876
3836,STL_PHX_99007
3837,SAN_DTW_101524
3838,TPA_ORD_101264
3839,BOS_JFK_70533
3840,FCA_SLC_81679
3841,MIA_MSP_90121
3842,CLE_ATL_103591
3843,LAS_FAT_85427
3844,SAN_SLC_76987
3845,SAT_STL_94399
3846,MCO_MDW_87231
3847,DTW_MKE_66588
3848,CLT_RSW_101399
3849,ORD_JFK_77375
3850,BWI_FLL_82823
3851,SAN_PHX_70292
3852,PHX_ELP_59548
3853,PDX_ATL_85566
3854,MCI_ATL_81293
3855,IAH_LAS_72429
3856,BHM_BWI_69534
3857,PHX_EWR_86866
3858,PHX_RNO_91743
3859,SAT_DFW_84840
3860,EWR_IAD_79666
3861,DEN_EWR_67836
3862,AUS_DFW_67653
3863,SLC_SBA_102833
3864,PBI_PHL_73557
3865,CHA_DFW_75587
3866,SEA_OAK_73474
3867,FSD_DEN_98906
3868,FSD_DEN_103181
3869,IAH_DFW_102224
3870,BWI_JFK_58052
3871,MSP_GFK_73735
3872,LAX_ORD_87334
3873,DEN_MIA_83933
3874,MSN_DTW_100924
3875,ORD_SFO_59217
3876,DEN_BIL_99332
3877,MKE_DTW_63822
3878,SLC_SBA_76109
3879,IND_DTW_76914
3880,IAH_MFE_67252
3881,SLC_PDX_77893
3882,SLC_PDX_84764
3883,DEN_MCI_86882
3884,MRY_SLC_105213
3885,IAH_LIT_103608
3886,ELP_DFW_69492
3887,OAK_SAN_94908
3888,ABQ_HOU_77920
3889,MDW_LAX_89992
3890,DEN_MCI_62873
3891,MDW_LAX_67423
3892,JFK_MCO_62015
3893,SJC_SNA_99491
3894,LAX_HNL_70187
3895,IAD_ORD_76540
3896,MDW_DTW_79713
3897,DEN_SNA_79014
3898,SAT_DFW_66779
3899,SJU_MIA_104405
3900,SFO_ACV_73069
3901,LGA_DFW_71951
3902,SJC_ORD_75202
3903,MIA_LAS_81068
3904,SFO_IAD_72844
3905,EWR_TPA_100499
3906,ORD_SFO_105189
3907,ICT_DEN_59660
3908,DEN_PDX_102547
3909,DEN_DTW_70417
3910,ORD_TYS_79338
3911,LGA_CLT_91678
3912,COS_ORD_104561
3913,EWR_MSP_68768
3914,LGA_DTW_91888
3915,PHL_MCO_82054
3916,FLL_BDL_98491
3917,SEA_SLC_71798
3918,PHL_MCO_105253
3919,MFR_SLC_59375
3920,BNA_EWR_71895
3921,TPA_MCI_80074
3922,ELP_SAT_91266
3923,PHX_FLL_59029
3924,IAD_BNA_83400
3925,IAD_ORD_84984
3926,PDX_LAX_73455
3927,PDX_LAX_98517
3928,LAX_LIH_104672
3929,LAX_LIH_69392
3930,MDW_IAD_90171
3931,BWI_ORD_68892
3932,ROC_MCO_81612
3933,ATL_CAK_91435
3934,OKC_ORD_82406
3935,ORD_DFW_64909
3936,IND_MSP_76793
3937,CLT_STT_59882
3938,CLT_DFW_98733
3939,TVC_ORD_104601
3940,PHX_DCA_72866
3941,SAN_ORD_90941
3942,MCO_SJU_88713
3943,JFK_STT_79236
3944,SLC_SJC_98968
3945,ATL_MCI_92463
3946,OKC_ORD_102991
3947,ORD_MSP_95441
3948,CMH_DCA_67448
3949,MDW_BWI_84943
3950,MDW_DTW_84359
3951,PIT_MDW_93483
3952,IND_CLE_98742
3953,PHX_LAX_100166
3954,FNT_ATL_61149
3955,IAH_OKC_103496
3956,PHX_LAX_82258
3957,CLE_DEN_57205
3958,BFL_SLC_101748
3959,TPA_SAT_91231
3960,SLC_SNA_65448
3961,JAX_CLT_87742
3962,DEN_SBA_89773
3963,DTW_TPA_101881
3964,EUG_SLC_79287
3965,ORD_PIT_86010
3966,FAI_ANC_73640
3967,ORD_CLE_85229
3968,DTW_TPA_95938
3969,DEN_DCA_80512
3970,MEM_ATL_61239
3971,MCO_PHL_70524
3972,SLC_PHL_71900
3973,ORD_LGA_60493
3974,MDW_DTW_67410
3975,BZN_SLC_57448
3976,ORD_SYR_65965
3977,BOS_LGA_78731
3978,LAX_OAK_93414
3979,SJC_IAD_85339
3980,ORD_CLE_60240
3981,DTW_MEM_82880
3982,DEN_SLC_99062
3983,BDL_MCO_92780
3984,ATL_DAY_61143
3985,BOS_RDU_95999
3986,DTW_MEM_70375
3987,TPA_MHT_67943
3988,PIT_PHL_65443
3989,TVC_ORD_75931
3990,PDX_SMF_72262
3991,SDF_JFK_87846
3992,ORD_SFO_96035
3993,SLC_ATL_72151
3994,BWI_ABQ_100874
3995,ISP_MCO_71127
3996,MDW_JAN_80391
3997,JFK_TPA_80016
3998,SHV_DFW_83794
3999,DFW_CLT_70336
4000,DTW_IAD_57275
4001,DFW_CLT_78772
4002,SFO_ACV_88529
4003,STL_DTW_82508
4004,BTV_IAD_87508
4005,IAH_TYS_60186
4006,ORD_OGG_91709
4007,BWI_DFW_102415
4008,STL_DTW_85645
4009,IND_MSP_74430
4010,LGA_BOS_82226
4011,BWI_DFW_76415
4012,MSP_PDX_99105
4013,PHX_MCO_63840
4014,ATL_PHL_83213
4015,DFW_LAX_73911
4016,CVG_CLE_84924
4017,ATL_DCA_76377
4018,MEM_MCI_77279
4019,ATL_DCA_83913
4020,DTW_BNA_64636
4021,ORD_ROC_92145
4022,GTF_SLC_82040
4023,DCA_BOS_82884
4024,SLC_GJT_71868
4025,DCA_SYR_63092
4026,LGA_DCA_77211
4027,SJU_MCO_91773
4028,BUF_CLE_72439
4029,STL_LGA_65850
4030,SEA_ANC_78682
4031,ORD_MDT_89877
4032,TUL_DFW_83163
4033,MIA_EWR_71910
4034,ATL_PNS_65927
4035,DFW_HOU_58659
4036,ORD_MDT_94847
4037,ATL_GRR_72242
4038,DFW_SJC_85015
4039,LIT_HOU_92931
4040,IND_JFK_102742
4041,MDW_DEN_93553
4042,EWR_RSW_72690
4043,ATL_SFO_86924
4044,DEN_ORD_86182
4045,PHX_ONT_57375
4046,RSW_PHL_67041
4047,DFW_SFO_94952
4048,DFW_SFO_64508
4049,FSD_DEN_74162
4050,BNA_ISP_71296
4051,GTF_SLC_63778
4052,HOU_MDW_88920
4053,LAN_ORD_83012
4054,JFK_FLL_105406
4055,ORD_EWR_61802
4056,SEA_DFW_101470
4057,SLC_BWI_89930
4058,DFW_RSW_101598
4059,BOS_CLT_100374
4060,DCA_CLT_67785
4061,PHX_PDX_64652
4062,ATL_MCI_89362
4063,PHF_LGA_83534
4064,BNA_DEN_100782
4065,DFW_MDW_90557
4066,DFW_MDW_104994
4067,FLL_DTW_97479
4068,MYR_LGA_85923
4069,DFW_RDU_74696
4070,DTW_MCI_100069
4071,EWR_PHX_99949
4072,PHX_PDX_93574
4073,ORD_DSM_74304
4074,DCA_CMH_64355
