FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp
TPA_ATL_27367,2004,9,21,2,1425,1603,98,TPA,ATL,406,21-09-2004 16:03
ATL_MCI_45576,2004,5,22,6,1500,1610,130,ATL,MCI,692,22-05-2004 16:10
RDU_LGA_30965,2004,7,31,6,820,1000,100,RDU,LGA,431,31-07-2004 10:00
RNO_PHX_48997,2004,11,9,2,625,904,99,RNO,PHX,601,09-11-2004 09:04
MAF_DFW_46992,2004,5,18,2,703,813,70,MAF,DFW,309,18-05-2004 08:13
ORD_ROC_44794,2004,5,26,3,1350,1640,110,ORD,ROC,528,26-05-2004 16:40
MSP_MDW_32914,2004,11,24,3,1651,1819,88,MSP,MDW,349,24-11-2004 20:56
ORF_PIT_51975,2004,9,21,2,700,824,84,ORF,PIT,330,21-09-2004 08:24
LAW_DFW_46776,2004,11,24,3,1756,1857,61,LAW,DFW,140,24-11-2004 18:57
TPA_SAT_36059,2004,3,3,3,1610,1810,180,TPA,SAT,972,03-03-2004 18:10
LGA_CAE_26793,2004,11,30,2,1625,1828,123,LGA,CAE,617,30-11-2004 18:28
PHX_ONT_43161,2004,9,7,2,1029,1146,77,PHX,ONT,325,07-09-2004 11:46
CAK_ORD_36552,2004,5,28,5,805,843,98,CAK,ORD,344,28-05-2004 08:43
CVG_ORD_32338,2004,5,31,1,1150,1201,71,CVG,ORD,264,31-05-2004 12:01
ORD_FAR_52345,2004,9,29,3,1535,1730,115,ORD,FAR,557,29-09-2004 17:30
PHL_CVG_37024,2004,5,5,3,1205,1405,120,PHL,CVG,507,05-05-2004 14:05
FLL_ATL_53458,2004,7,21,3,1720,1915,115,FLL,ATL,581,21-07-2004 21:00
JAN_ATL_39352,2004,9,6,1,600,815,75,JAN,ATL,341,06-09-2004 08:15
OGG_LAX_26165,2004,5,21,5,1415,2209,294,OGG,LAX,2486,21-05-2004 22:09
EWR_DFW_36280,2004,9,8,3,953,1235,222,EWR,DFW,1372,08-09-2004 15:05
MSP_PVD_49490,2004,11,23,2,1331,1707,156,MSP,PVD,1116,23-11-2004 17:07
BUF_ATL_53623,2004,5,31,1,800,1015,135,BUF,ATL,712,31-05-2004 11:36
SLC_ORD_40821,2004,11,11,4,620,1030,190,SLC,ORD,1249,11-11-2004 10:30
IND_DTW_44852,2004,11,8,1,1428,1535,67,IND,DTW,231,08-11-2004 15:35
CHS_LGA_33654,2004,7,3,6,1035,1238,123,CHS,LGA,641,03-07-2004 12:38
BWI_BOS_35692,2004,11,9,2,700,821,81,BWI,BOS,370,09-11-2004 08:21
ATL_CAK_49286,2004,11,18,4,1250,1427,97,ATL,CAK,528,18-11-2004 14:51
CAE_IAD_27953,2004,9,19,7,1000,1123,83,CAE,IAD,401,19-09-2004 11:23
OAK_SEA_29738,2004,9,20,1,1035,1240,125,OAK,SEA,671,20-09-2004 12:40
SAN_OAK_47290,2004,11,6,6,850,1020,90,SAN,OAK,446,06-11-2004 10:20
PSP_DEN_31731,2004,5,29,6,1430,1728,118,PSP,DEN,776,29-05-2004 17:28
MSP_EWR_51969,2004,5,26,3,1530,1911,161,MSP,EWR,1008,26-05-2004 21:42
ATL_IND_40479,2004,7,12,1,1100,1129,89,ATL,IND,432,12-07-2004 11:29
PHX_IAH_30634,2004,5,20,4,900,1339,159,PHX,IAH,1009,20-05-2004 13:39
SFO_BUR_39236,2004,5,11,2,1249,1356,67,SFO,BUR,326,11-05-2004 13:56
GSP_ORD_30547,2004,9,15,3,635,723,108,GSP,ORD,577,15-09-2004 08:31
ATL_DHN_55531,2004,9,13,1,1751,1803,72,ATL,DHN,171,13-09-2004 18:03
BWI_DAY_50428,2004,7,7,3,1630,1800,90,BWI,DAY,406,07-07-2004 18:00
EWR_ORD_29265,2004,9,6,1,845,1001,136,EWR,ORD,719,06-09-2004 10:01
MCO_STL_52616,2004,5,24,1,1155,1325,150,MCO,STL,880,24-05-2004 13:25
LAX_LAS_46679,2004,3,21,7,843,950,67,LAX,LAS,236,21-03-2004 09:50
FLL_CVG_36585,2004,9,5,7,1245,1522,157,FLL,CVG,932,05-09-2004 17:21
ATL_BNA_33008,2004,3,3,3,1007,1015,68,ATL,BNA,214,03-03-2004 10:15
LAX_IAD_37245,2004,9,2,4,1115,1914,299,LAX,IAD,2288,02-09-2004 19:14
TPA_BHM_31214,2004,3,16,2,715,745,90,TPA,BHM,460,16-03-2004 07:45
PHL_MSP_50303,2004,5,17,1,1730,1925,175,PHL,MSP,980,17-05-2004 21:52
CLE_ATL_46024,2004,11,10,3,735,925,110,CLE,ATL,554,10-11-2004 09:25
PSC_SLC_38021,2004,7,26,1,655,921,86,PSC,SLC,521,26-07-2004 09:21
PHL_PVD_50408,2004,7,25,7,1525,1634,69,PHL,PVD,238,25-07-2004 16:34
BOS_MCO_44855,2004,11,1,1,815,1123,188,BOS,MCO,1121,01-11-2004 11:23
MYR_ATL_42913,2004,9,24,5,1130,1245,75,MYR,ATL,317,24-09-2004 12:45
DCA_BOS_26423,2004,5,12,3,1730,1855,85,DCA,BOS,399,12-05-2004 18:55
ORD_BUF_39189,2004,5,14,5,928,1153,85,ORD,BUF,473,14-05-2004 12:25
MSP_PHX_55617,2004,5,15,6,1724,1843,199,MSP,PHX,1276,15-05-2004 18:43
MIA_RDU_53106,2004,5,12,3,1551,1756,125,MIA,RDU,700,12-05-2004 17:56
MYR_LGA_47777,2004,11,13,6,1030,1213,103,MYR,LGA,563,13-11-2004 12:13
IAH_CLT_46593,2004,7,27,2,1335,1715,160,IAH,CLT,913,27-07-2004 17:15
SFO_LAX_35234,2004,7,29,4,1548,1708,80,SFO,LAX,337,29-07-2004 17:08
DCA_ORD_40403,2004,11,29,1,650,753,123,DCA,ORD,612,29-11-2004 07:53
SEA_ORD_40672,2004,7,8,4,635,1223,228,SEA,ORD,1721,08-07-2004 12:23
MIA_EWR_43830,2004,11,5,5,1555,1858,183,MIA,EWR,1086,05-11-2004 18:58
BNA_ORD_31964,2004,5,22,6,1009,1140,91,BNA,ORD,409,22-05-2004 11:40
SNA_IAH_28792,2004,9,30,4,1420,1938,198,SNA,IAH,1347,30-09-2004 19:38
ORF_CVG_43633,2004,5,12,3,1305,1450,105,ORF,CVG,485,12-05-2004 14:50
CLE_SAT_46042,2004,5,10,1,1300,1522,202,CLE,SAT,1241,10-05-2004 15:22
AUS_LAX_51944,2004,9,26,7,720,824,184,AUS,LAX,1242,26-09-2004 08:24
SEA_BNA_38131,2004,7,7,3,1250,1910,260,SEA,BNA,1977,07-07-2004 19:10
MCO_MDW_41383,2004,9,7,2,1217,1349,152,MCO,MDW,989,07-09-2004 13:49
MRY_LAX_26378,2004,7,11,7,1020,1141,81,MRY,LAX,267,11-07-2004 11:41
LAX_JFK_53904,2004,9,24,5,1220,2040,320,LAX,JFK,2475,24-09-2004 20:40
DEN_MCO_31509,2004,9,17,5,830,1353,203,DEN,MCO,1545,17-09-2004 13:53
CRP_ATL_31187,2004,5,13,4,1555,1918,143,CRP,ATL,876,13-05-2004 20:46
SAN_PHX_47053,2004,3,8,1,1010,1220,70,SAN,PHX,304,08-03-2004 12:20
PHX_SAN_46998,2004,9,2,4,1025,1135,70,PHX,SAN,304,02-09-2004 11:35
MIA_BNA_39274,2004,11,1,1,1200,1320,140,MIA,BNA,806,01-11-2004 13:20
BNA_HOU_41614,2004,9,17,5,905,1105,120,BNA,HOU,670,17-09-2004 11:05
FAT_DEN_41268,2004,5,1,6,1417,1727,130,FAT,DEN,844,01-05-2004 17:27
BWI_MHT_40495,2004,11,8,1,805,920,75,BWI,MHT,377,08-11-2004 09:20
DFW_TUL_47161,2004,3,18,4,1501,1602,61,DFW,TUL,237,18-03-2004 16:02
ORD_OMA_39258,2004,11,5,5,834,959,85,ORD,OMA,416,05-11-2004 09:59
TPA_BOS_52851,2004,9,17,5,1100,1405,185,TPA,BOS,1185,17-09-2004 15:20
LGA_CLT_46145,2004,5,12,3,1455,1648,113,LGA,CLT,544,12-05-2004 16:48
ORD_BOS_31042,2004,9,4,6,700,1017,137,ORD,BOS,867,04-09-2004 10:17
DFW_ICT_51146,2004,3,6,6,1344,1500,76,DFW,ICT,328,06-03-2004 15:00
MCI_MDW_51196,2004,7,6,2,700,820,80,MCI,MDW,405,06-07-2004 08:20
CAE_IAD_48247,2004,7,16,5,1432,1604,92,CAE,IAD,401,16-07-2004 16:04
ATL_DAB_48976,2004,5,31,1,950,1118,88,ATL,DAB,366,31-05-2004 13:42
DEN_BIS_32539,2004,5,29,6,1245,1515,90,DEN,BIS,517,29-05-2004 15:15
DFW_PHX_37079,2004,3,3,3,1433,1611,158,DFW,PHX,868,03-03-2004 16:11
SEA_ORD_27789,2004,5,27,4,642,1229,227,SEA,ORD,1721,27-05-2004 12:29
PHX_MDW_48832,2004,9,8,3,1635,2155,200,PHX,MDW,1444,08-09-2004 21:55
DCA_LGA_36892,2004,9,26,7,1800,1912,72,DCA,LGA,214,26-09-2004 20:56
PBI_DTW_53668,2004,11,23,2,1305,1556,171,PBI,DTW,1087,23-11-2004 15:56
LAS_TUS_31253,2004,7,11,7,1515,1630,75,LAS,TUS,365,11-07-2004 16:30
JFK_LAS_27977,2004,5,29,6,800,1044,344,JFK,LAS,2248,29-05-2004 10:44
TPA_DFW_46990,2004,7,2,5,1316,1453,157,TPA,DFW,929,02-07-2004 14:53
BOS_BWI_33056,2004,7,29,4,1103,1233,90,BOS,BWI,370,29-07-2004 14:08
SLC_PDX_53529,2004,11,29,1,1105,1201,116,SLC,PDX,630,29-11-2004 12:01
TPA_IAD_28475,2004,7,2,5,1353,1615,142,TPA,IAD,810,02-07-2004 18:00
LAX_PHX_38940,2004,3,23,2,925,1147,82,LAX,PHX,370,23-03-2004 11:47
ELP_IAH_27633,2004,5,20,4,1440,1734,114,ELP,IAH,667,20-05-2004 17:34
MLB_ATL_40732,2004,3,9,2,1610,1753,103,MLB,ATL,443,09-03-2004 17:53
DFW_MCO_32807,2004,3,3,3,1405,1729,144,DFW,MCO,984,03-03-2004 17:29
DEN_IAD_42914,2004,9,12,7,1025,1538,193,DEN,IAD,1452,12-09-2004 15:38
ORD_BDL_38911,2004,11,24,3,1606,1904,118,ORD,BDL,783,24-11-2004 20:45
IAH_DFW_48000,2004,11,1,1,935,1044,69,IAH,DFW,224,01-11-2004 10:44
DFW_IND_35143,2004,5,11,2,1538,1745,127,DFW,IND,762,11-05-2004 19:53
EWR_BTV_53318,2004,1,2,5,1540,1654,74,EWR,BTV,266,02-01-2004 16:54
ATL_LAX_49885,2004,9,16,4,1143,1314,271,ATL,LAX,1946,16-09-2004 13:14
MDT_CLT_28976,2004,1,4,7,750,921,91,MDT,CLT,413,04-01-2004 09:21
MIA_BOS_51604,2004,7,20,2,1352,1707,195,MIA,BOS,1258,20-07-2004 17:07
CRP_IAH_52999,2004,7,31,6,1545,1650,65,CRP,IAH,201,31-07-2004 16:50
MSY_MSP_40029,2004,5,12,3,1735,2023,168,MSY,MSP,1040,12-05-2004 20:23
XNA_DFW_44107,2004,9,3,5,1445,1555,70,XNA,DFW,281,03-09-2004 15:55
DCA_CLT_55670,2004,5,24,1,1750,1909,79,DCA,CLT,331,24-05-2004 19:09
ORD_SNA_29731,2004,5,16,7,1655,1911,256,ORD,SNA,1726,16-05-2004 19:11
PSC_SLC_49856,2004,7,15,4,1310,1537,87,PSC,SLC,521,15-07-2004 15:37
ORD_BDL_29665,2004,11,20,6,1757,2102,125,ORD,BDL,783,20-11-2004 21:02
DFW_EWR_32749,2004,5,27,4,1723,2147,204,DFW,EWR,1372,27-05-2004 21:47
PHX_RNO_55577,2004,3,3,3,1711,1754,103,PHX,RNO,601,03-03-2004 17:54
BWI_BNA_48917,2004,7,13,2,1210,1255,105,BWI,BNA,588,13-07-2004 15:37
LGA_CAK_41172,2004,7,10,6,854,1034,100,LGA,CAK,396,10-07-2004 10:34
DFW_AMA_41207,2004,7,2,5,1545,1701,76,DFW,AMA,313,02-07-2004 17:01
MCO_ORD_42684,2004,7,30,5,1130,1312,162,MCO,ORD,1005,30-07-2004 13:12
DFW_CVG_34034,2004,5,18,2,1058,1410,132,DFW,CVG,812,18-05-2004 14:10
RDU_JFK_38938,2004,9,3,5,1110,1240,90,RDU,JFK,426,03-09-2004 12:40
IAH_TYS_34519,2004,5,11,2,1600,1858,118,IAH,TYS,772,11-05-2004 21:34
OAK_SNA_49592,2004,7,21,3,1339,1504,85,OAK,SNA,371,21-07-2004 15:04
RNO_LAS_42191,2004,9,28,2,1400,1510,70,RNO,LAS,345,28-09-2004 15:10
ATL_MDT_26144,2004,9,10,5,957,1159,122,ATL,MDT,619,10-09-2004 11:59
PDX_SAN_31574,2004,5,9,7,1620,1841,141,PDX,SAN,933,09-05-2004 18:41
MCO_DFW_27615,2004,9,2,4,906,1045,159,MCO,DFW,984,02-09-2004 10:45
IAD_ALB_26321,2004,7,28,3,1410,1536,86,IAD,ALB,325,28-07-2004 15:36
IAH_BRO_51189,2004,5,21,5,1435,1549,74,IAH,BRO,308,21-05-2004 15:49
DEN_SJC_28453,2004,5,3,1,1423,1601,158,DEN,SJC,948,03-05-2004 16:01
MIA_DCA_39843,2004,11,20,6,1135,1356,141,MIA,DCA,920,20-11-2004 13:56
ORD_DTW_50372,2004,11,1,1,945,1158,73,ORD,DTW,235,01-11-2004 11:58
ATL_XNA_32941,2004,11,21,7,1702,1755,113,ATL,XNA,589,21-11-2004 19:21
JFK_OAK_40627,2004,7,16,5,1645,1955,370,JFK,OAK,2576,16-07-2004 19:55
ORD_MSP_26786,2004,7,27,2,1800,1928,88,ORD,MSP,334,27-07-2004 19:28
CLT_SJU_40986,2004,11,10,3,1035,1503,208,CLT,SJU,1474,10-11-2004 15:03
DEN_ABQ_43738,2004,7,16,5,1700,1811,71,DEN,ABQ,349,16-07-2004 18:11
IAH_DFW_26429,2004,5,14,5,750,904,74,IAH,DFW,224,14-05-2004 09:04
DFW_SAN_37347,2004,11,23,2,1254,1400,186,DFW,SAN,1171,23-11-2004 15:56
ATL_PHL_50369,2004,7,6,2,1640,1846,126,ATL,PHL,665,06-07-2004 18:46
SJC_SNA_28089,2004,9,5,7,1635,1750,75,SJC,SNA,342,05-09-2004 17:50
PFN_ATL_38038,2004,11,24,3,1445,1704,79,PFN,ATL,247,24-11-2004 17:04
DFW_OAK_42635,2004,7,9,5,950,1135,225,DFW,OAK,1456,09-07-2004 11:35
SEA_SNA_44508,2004,7,16,5,605,854,169,SEA,SNA,978,16-07-2004 08:54
GRR_CVG_54070,2004,7,12,1,600,708,68,GRR,CVG,268,12-07-2004 08:40
AUS_ATL_53578,2004,7,21,3,700,1012,132,AUS,ATL,813,21-07-2004 10:12
DEN_AUS_42415,2004,11,28,7,1650,1955,125,DEN,AUS,775,28-11-2004 19:55
DAY_IAH_52815,2004,11,28,7,1500,1639,159,DAY,IAH,929,28-11-2004 16:39
DAL_ABQ_51870,2004,5,27,4,1645,1735,110,DAL,ABQ,580,27-05-2004 20:03
ORD_BOS_40256,2004,11,11,4,1741,2058,137,ORD,BOS,867,11-11-2004 20:58
DFW_FSM_37969,2004,7,29,4,1505,1606,61,DFW,FSM,228,29-07-2004 18:50
DSM_ATL_28036,2004,5,4,2,700,1006,126,DSM,ATL,743,04-05-2004 10:06
DEN_TUS_49940,2004,1,3,6,1445,1639,114,DEN,TUS,639,03-01-2004 16:39
PIT_ATL_45179,2004,5,10,1,1535,1720,105,PIT,ATL,526,10-05-2004 18:56
BOS_CLE_42533,2004,9,8,3,1400,1556,116,BOS,CLE,563,08-09-2004 18:35
FWA_ATL_30458,2004,11,16,2,1318,1501,103,FWA,ATL,508,16-11-2004 15:01
PHX_DEN_40850,2004,3,25,4,839,1026,107,PHX,DEN,602,25-03-2004 10:26
IND_DEN_48177,2004,7,29,4,615,756,161,IND,DEN,977,29-07-2004 09:04
CMH_MDW_48264,2004,7,21,3,1750,1755,65,CMH,MDW,284,21-07-2004 17:55
LAX_STL_41012,2004,3,14,7,1145,1718,213,LAX,STL,1593,14-03-2004 17:18
MHT_PHL_32453,2004,11,12,5,1640,1800,80,MHT,PHL,290,12-11-2004 20:34
AUS_SAN_41540,2004,9,8,3,1100,1145,165,AUS,SAN,1164,08-09-2004 11:45
ATL_ROA_37681,2004,11,12,5,1249,1411,82,ATL,ROA,357,12-11-2004 16:08
SJC_PHX_39663,2004,3,4,4,1650,1940,110,SJC,PHX,621,04-03-2004 19:40
ROC_ATL_33722,2004,5,31,1,1730,1943,133,ROC,ATL,749,31-05-2004 19:43
CPR_DEN_36057,2004,5,5,3,1312,1419,67,CPR,DEN,230,05-05-2004 14:19
MSY_FLL_53052,2004,5,18,2,1720,2010,110,MSY,FLL,673,18-05-2004 20:10
DEN_LGA_27698,2004,5,31,1,1015,1553,218,DEN,LGA,1619,31-05-2004 15:53
SLC_SGU_30093,2004,5,17,1,750,907,77,SLC,SGU,269,17-05-2004 09:07
ORF_ATL_39113,2004,7,12,1,545,730,105,ORF,ATL,516,12-07-2004 07:30
CRW_IAD_42695,2004,9,5,7,1720,1831,71,CRW,IAD,227,05-09-2004 18:31
FCA_SLC_34246,2004,3,5,5,614,740,86,FCA,SLC,532,05-03-2004 07:40
MDW_STL_36449,2004,5,31,1,1320,1425,65,MDW,STL,251,31-05-2004 14:25
IAH_MAF_46523,2004,5,14,5,915,1039,84,IAH,MAF,429,14-05-2004 10:39
TUS_SAN_33262,2004,11,13,6,1135,1150,75,TUS,SAN,367,13-11-2004 11:50
LAX_MDW_53931,2004,9,17,5,650,1245,235,LAX,MDW,1750,17-09-2004 12:45
ATL_IND_25894,2004,5,24,1,1707,1743,96,ATL,IND,432,24-05-2004 17:43
CRP_ATL_45737,2004,7,7,3,1540,1908,148,CRP,ATL,876,07-07-2004 19:08
MCO_DEN_35449,2004,9,9,4,1731,1920,229,MCO,DEN,1545,09-09-2004 19:20
MIA_SJU_26806,2004,7,16,5,1707,1946,159,MIA,SJU,1045,16-07-2004 19:46
ROC_ATL_46433,2004,7,11,7,1725,1945,140,ROC,ATL,749,11-07-2004 19:45
SHV_CVG_48794,2004,5,22,6,1205,1455,110,SHV,CVG,686,22-05-2004 14:55
MLI_CVG_46716,2004,11,21,7,655,912,77,MLI,CVG,350,21-11-2004 09:12
JFK_MCO_31486,2004,1,2,5,920,1205,165,JFK,MCO,944,02-01-2004 12:05
DEN_DFW_26253,2004,9,28,2,1038,1334,116,DEN,DFW,641,28-09-2004 13:34
LAS_DFW_55533,2004,7,12,1,1800,2237,157,LAS,DFW,1055,12-07-2004 22:37
ATL_EVV_45880,2004,11,27,6,1711,1731,80,ATL,EVV,350,27-11-2004 20:24
SJU_ATL_49201,2004,7,20,2,1645,2025,220,SJU,ATL,1547,20-07-2004 21:56
CVG_ATL_48726,2004,9,11,6,1220,1341,81,CVG,ATL,373,11-09-2004 13:41
DCA_IAH_29296,2004,3,10,3,1359,1622,203,DCA,IAH,1208,10-03-2004 16:22
DFW_LAX_31065,2004,7,14,3,1026,1123,177,DFW,LAX,1235,14-07-2004 11:23
CVG_STL_50477,2004,11,13,6,1158,1220,82,CVG,STL,307,13-11-2004 12:20
CVG_SAN_42607,2004,7,15,4,1640,1800,260,CVG,SAN,1865,15-07-2004 18:00
BDL_ORD_29445,2004,5,20,4,1443,1610,147,BDL,ORD,783,20-05-2004 16:10
CVG_SAN_54190,2004,5,9,7,1640,1821,281,CVG,SAN,1865,09-05-2004 18:21
IAH_ICT_48443,2004,3,5,5,1420,1559,99,IAH,ICT,542,05-03-2004 15:59
RDU_CMH_40218,2004,7,29,4,1755,1915,80,RDU,CMH,361,29-07-2004 19:15
SFO_SNA_50690,2004,5,15,6,1555,1723,88,SFO,SNA,372,15-05-2004 17:23
DFW_ELP_46818,2004,9,19,7,1757,1839,102,DFW,ELP,551,19-09-2004 18:39
CVG_BWI_50930,2004,7,1,4,1755,1929,94,CVG,BWI,430,01-07-2004 20:50
PVD_ORD_31739,2004,5,26,3,921,1051,150,PVD,ORD,849,26-05-2004 10:51
ABQ_DFW_43436,2004,3,12,5,1723,2005,102,ABQ,DFW,569,12-03-2004 20:05
PHX_ATL_46886,2004,9,14,2,905,1557,232,PHX,ATL,1587,14-09-2004 15:57
DFW_LIT_39662,2004,11,25,4,1101,1213,72,DFW,LIT,304,25-11-2004 12:13
CLE_AUS_53908,2004,5,12,3,940,1154,194,CLE,AUS,1174,12-05-2004 11:54
LAS_PHX_39460,2004,11,8,1,830,1035,65,LAS,PHX,256,08-11-2004 10:35
MFR_PDX_33926,2004,11,28,7,1228,1330,62,MFR,PDX,222,28-11-2004 15:16
FAT_LAX_34760,2004,9,9,4,1603,1709,66,FAT,LAX,209,09-09-2004 17:09
CLT_LGA_25798,2004,3,3,3,1225,1411,106,CLT,LGA,544,03-03-2004 14:11
DCA_EWR_30111,2004,3,1,1,645,752,67,DCA,EWR,199,01-03-2004 07:52
CLT_MCO_38196,2004,5,23,7,1800,1929,89,CLT,MCO,468,23-05-2004 19:29
GRB_CVG_50396,2004,9,17,5,1030,1256,86,GRB,CVG,416,17-09-2004 12:56
STL_DFW_41380,2004,5,18,2,615,804,109,STL,DFW,551,18-05-2004 08:04
MCO_SJU_42232,2004,9,3,5,815,1100,165,MCO,SJU,1189,03-09-2004 11:00
DFW_BDL_51481,2004,11,12,5,1255,1710,195,DFW,BDL,1471,12-11-2004 18:54
ISP_ATL_26878,2004,7,2,5,630,910,160,ISP,ATL,795,02-07-2004 10:58
GSP_CVG_35140,2004,7,12,1,1643,1805,82,GSP,CVG,317,12-07-2004 20:59
SFO_BUR_46561,2004,5,8,6,1249,1356,67,SFO,BUR,326,08-05-2004 13:56
SFO_LAX_44950,2004,5,21,5,740,903,83,SFO,LAX,337,21-05-2004 09:03
IND_DTW_32377,2004,5,20,4,1223,1432,69,IND,DTW,231,20-05-2004 14:32
LGA_RDU_47582,2004,7,27,2,1750,1939,109,LGA,RDU,431,27-07-2004 19:39
MEM_SAT_37935,2004,7,6,2,1340,1523,103,MEM,SAT,625,06-07-2004 15:23
MCO_DFW_27433,2004,1,4,7,1714,1906,172,MCO,DFW,984,04-01-2004 19:06
LAX_IAD_52387,2004,9,12,7,900,1701,301,LAX,IAD,2288,12-09-2004 17:01
BNA_EWR_42673,2004,11,18,4,645,955,130,BNA,EWR,748,18-11-2004 09:55
MSN_DTW_50118,2004,5,13,4,1758,2015,77,MSN,DTW,312,13-05-2004 22:07
DEN_LAX_46773,2004,7,18,7,1430,1553,143,DEN,LAX,862,18-07-2004 15:53
ISP_MDW_48661,2004,5,28,5,740,900,140,ISP,MDW,765,28-05-2004 09:00
ATL_ABE_43192,2004,9,9,4,1530,1735,125,ATL,ABE,692,09-09-2004 17:35
PHL_ALB_39687,2004,7,3,6,1530,1641,71,PHL,ALB,212,03-07-2004 16:41
EWR_DCA_33600,2004,5,1,6,900,1013,73,EWR,DCA,199,01-05-2004 10:13
ORD_MDT_46365,2004,1,3,6,1110,1404,114,ORD,MDT,594,03-01-2004 14:04
ATL_FWA_31703,2004,5,5,3,1123,1200,97,ATL,FWA,508,05-05-2004 12:00
MSP_PHX_27551,2004,1,4,7,1700,1922,202,MSP,PHX,1276,04-01-2004 19:22
ELP_PHX_32517,2004,9,20,1,1005,1020,75,ELP,PHX,347,20-09-2004 10:20
CLE_DFW_53418,2004,11,2,2,1506,1700,174,CLE,DFW,1021,02-11-2004 18:07
RIC_CLT_40568,2004,5,15,6,600,708,68,RIC,CLT,256,15-05-2004 07:08
SAN_IAH_27289,2004,11,10,3,1302,1805,183,SAN,IAH,1303,10-11-2004 18:05
SAN_SFO_42737,2004,11,17,3,1644,1814,90,SAN,SFO,447,17-11-2004 18:14
MCO_CLT_32521,2004,11,3,3,530,705,95,MCO,CLT,468,03-11-2004 07:05
DEN_PHX_55017,2004,7,13,2,640,723,103,DEN,PHX,602,13-07-2004 07:23
ATL_MSP_55674,2004,5,15,6,1620,1810,170,ATL,MSP,906,15-05-2004 18:10
FLL_ATL_34976,2004,5,10,1,900,1050,110,FLL,ATL,581,10-05-2004 12:23
DCA_FLL_28043,2004,7,16,5,1200,1440,160,DCA,FLL,899,16-07-2004 14:40
ISP_BNA_45878,2004,11,10,3,1715,1850,155,ISP,BNA,803,10-11-2004 18:50
DFW_IAH_33162,2004,11,29,1,926,1033,67,DFW,IAH,224,29-11-2004 10:33
LAX_PHX_46608,2004,5,17,1,1245,1406,81,LAX,PHX,370,17-05-2004 14:06
LGA_CHS_43780,2004,3,23,2,835,1051,136,LGA,CHS,641,23-03-2004 10:51
PIT_LAX_37094,2004,5,14,5,1740,1957,317,PIT,LAX,2136,14-05-2004 19:57
DFW_TUS_52253,2004,9,26,7,1755,1818,143,DFW,TUS,813,26-09-2004 18:18
IAD_MHT_29311,2004,7,30,5,1345,1516,91,IAD,MHT,418,30-07-2004 16:27
EWR_GRR_49621,2004,11,19,5,1450,1647,117,EWR,GRR,605,19-11-2004 17:30
ATL_MLB_32174,2004,11,17,3,1415,1556,101,ATL,MLB,443,17-11-2004 15:56
MEM_CVG_44307,2004,11,30,2,935,1156,81,MEM,CVG,403,30-11-2004 13:53
ATL_ISP_47233,2004,11,17,3,930,1146,136,ATL,ISP,795,17-11-2004 11:46
RDU_ATL_29934,2004,3,8,1,1156,1323,87,RDU,ATL,356,08-03-2004 13:23
OAK_ORD_35943,2004,9,13,1,1349,1956,247,OAK,ORD,1835,13-09-2004 19:56
SLC_OMA_46851,2004,11,26,5,1255,1559,124,SLC,OMA,839,26-11-2004 15:59
PSP_SFO_42245,2004,5,23,7,700,825,85,PSP,SFO,421,23-05-2004 08:25
MFE_IAH_53755,2004,7,6,2,555,705,70,MFE,IAH,316,06-07-2004 07:05
STL_EWR_36620,2004,7,2,5,700,1029,149,STL,EWR,872,02-07-2004 10:29
GRR_IAH_50139,2004,7,5,1,640,834,174,GRR,IAH,1042,05-07-2004 08:34
LEX_DFW_50896,2004,9,8,3,1325,1445,140,LEX,DFW,785,08-09-2004 14:45
LAS_DEN_29137,2004,9,9,4,740,1028,108,LAS,DEN,629,09-09-2004 10:28
IAD_SJC_38379,2004,5,17,1,1800,2056,356,IAD,SJC,2400,17-05-2004 20:56
DEN_RAP_26337,2004,1,3,6,1115,1220,65,DEN,RAP,301,03-01-2004 14:49
SEA_DTW_54908,2004,9,6,1,1230,1942,252,SEA,DTW,1927,06-09-2004 19:42
ORD_IND_27816,2004,1,3,6,1742,1943,61,ORD,IND,177,03-01-2004 19:43
ELP_DFW_35709,2004,3,3,3,1311,1546,95,ELP,DFW,551,03-03-2004 15:46
ATL_SDF_28112,2004,7,12,1,1419,1541,82,ATL,SDF,321,12-07-2004 15:41
MDW_HOU_26847,2004,5,5,3,705,950,165,MDW,HOU,937,05-05-2004 09:50
JFK_LAS_55015,2004,11,10,3,1200,1458,358,JFK,LAS,2248,10-11-2004 14:58
IAH_TUL_29080,2004,3,3,3,910,1034,84,IAH,TUL,429,03-03-2004 10:34
ORD_RNO_42715,2004,7,27,2,1016,1222,246,ORD,RNO,1671,27-07-2004 12:22
IAH_LAX_47744,2004,5,14,5,750,927,217,IAH,LAX,1379,14-05-2004 09:27
OAK_PDX_46910,2004,9,15,3,615,755,100,OAK,PDX,543,15-09-2004 07:55
SEA_MSP_49572,2004,7,22,4,645,1156,191,SEA,MSP,1399,22-07-2004 11:56
ORD_DEN_35824,2004,9,22,3,835,1011,156,ORD,DEN,888,22-09-2004 10:11
LGA_DCA_43675,2004,3,16,2,1530,1641,71,LGA,DCA,214,16-03-2004 19:01
ORD_CMH_53347,2004,5,9,7,705,913,68,ORD,CMH,296,09-05-2004 09:13
